PROMBEF_n,PROMAFT_n,TRATAMIENTO_N,Af_inver,asisten,EDAD,GENERO,TIPOPOBLACION,CATEGORIA1,ZONAREG,EDADCAT,NUM_NUC,Puntaje
1645.161,6855.27384615385,EDUCACION + INCENTIVO,AFECTADO,5,37,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,418
12329.033,9603.85615384615,EDUCACION + INCENTIVO,AFECTADO,5,34,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(33,45]",Hasta 4,418
0,3417.58230769231,EDUCACION + INCENTIVO,AFECTADO,5,43,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,418
24774.194,20344.6038461538,EDUCACION + INCENTIVO,AFECTADO,6,39,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,418
13422.582,4679.54692307692,EDUCACION + INCENTIVO,AFECTADO,6,35,MASCULINO,SISBEN NIVEL1,BAJO,SUR,"(33,45]",Hasta 4,418
14529.032,51424.3738461538,EDUCACION + INCENTIVO,NO AFECTADO,4,53,MASCULINO,SISBEN NIVEL1,ALTO,NORTE,"(45,60]",De 5 a 8,418
13338.71,19351.6038461538,EDUCACION + INCENTIVO,NO AFECTADO,0,73,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",De 5 a 8,418
9677.42,46036.9269230769,EDUCACION + INCENTIVO,NO AFECTADO,0,65,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",Hasta 4,418
15645.161,13384.0269230769,EDUCACION + INCENTIVO,NO AFECTADO,0,77,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",Hasta 4,418
11731.182,13810.9192307692,EDUCACION + INCENTIVO,NO AFECTADO,0,63,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",Hasta 4,418
4881.72,11275.5561538462,EDUCACION + INCENTIVO,NO AFECTADO,0,67,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",Hasta 4,418
15980.646,12468.1153846154,EDUCACION + INCENTIVO,NO AFECTADO,0,68,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",Hasta 4,418
2666.667,45454.9053846154,EDUCACION + INCENTIVO,NO AFECTADO,3,75,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(60,92]",Hasta 4,418
16935.484,15691.8461538462,EDUCACION + INCENTIVO,NO AFECTADO,3,65,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(60,92]",Hasta 4,418
14435.485,10833.7446153846,EDUCACION + INCENTIVO,AFECTADO,6,71,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(60,92]",Hasta 4,418
18870.967,15930.0053846154,EDUCACION + INCENTIVO,AFECTADO,4,40,MASCULINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",De 5 a 8,418
8374.194,16444.2876923077,EDUCACION + INCENTIVO,NO AFECTADO,0,40,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",Hasta 4,417
0,2230.76923076923,EDUCACION + INCENTIVO,NO AFECTADO,0,43,FEMENINO,DESPLAZADOS,BAJO,NORTE,"(33,45]",Hasta 4,417
1451.6125,3943.37769230769,EDUCACION + INCENTIVO,NO AFECTADO,3,45,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",Hasta 4,417
7145.162,10580.9092307692,EDUCACION + INCENTIVO,NO AFECTADO,3,45,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",Hasta 4,417
362.905,2384.64384615385,EDUCACION + INCENTIVO,NO AFECTADO,3,45,FEMENINO,DESPLAZADOS,BAJO,NORTE,"(33,45]",Hasta 4,417
 ,5134.33888888889,EDUCACION + INCENTIVO,NO AFECTADO,4,35,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",Hasta 4,417
6491.935,18066.1646153846,EDUCACION + INCENTIVO,NO AFECTADO,0,30,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(25,33]",Hasta 4,417
5564.5175,11528.4469230769,EDUCACION + INCENTIVO,NO AFECTADO,0,33,FEMENINO,DESPLAZADOS,BAJO,NORTE,"(25,33]",Hasta 4,417
9830.107,14481.6015384615,EDUCACION + INCENTIVO,NO AFECTADO,2,27,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(25,33]",Hasta 4,417
12504.301,161746.005384615,EDUCACION + INCENTIVO,NO AFECTADO,6,26,FEMENINO,DESPLAZADOS,ALTO,NORTE,"(25,33]",Hasta 4,417
14978.495,22351.6761538462,EDUCACION + INCENTIVO,NO AFECTADO,0,26,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(25,33]",Hasta 4,417
7139.784,10518.4030769231,EDUCACION + INCENTIVO,NO AFECTADO,3,29,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(25,33]",Hasta 4,417
2016.13,10120.31,EDUCACION + INCENTIVO,NO AFECTADO,4,29,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(25,33]",Hasta 4,417
2338.71,10652.8423076923,EDUCACION + INCENTIVO,NO AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,417
13191.398,19715.54,EDUCACION + INCENTIVO,NO AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,417
3677.42,8696.72076923077,EDUCACION + INCENTIVO,NO AFECTADO,3,43,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,417
24741.935,16516.1776923077,EDUCACION + INCENTIVO,NO AFECTADO,3,37,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",De 5 a 8,417
7096.774,8273.17615384615,EDUCACION + INCENTIVO,NO AFECTADO,3,40,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",De 5 a 8,417
15006.451,25008.8153846154,EDUCACION + INCENTIVO,NO AFECTADO,0,49,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(45,60]",Hasta 4,417
3519.356,6778.00307692308,EDUCACION + INCENTIVO,NO AFECTADO,0,56,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
6819.356,7095.11692307692,EDUCACION + INCENTIVO,NO AFECTADO,0,48,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,417
1361.29,3597.25923076923,EDUCACION + INCENTIVO,NO AFECTADO,0,58,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,417
1838.709,4962.42538461538,EDUCACION + INCENTIVO,NO AFECTADO,0,56,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,417
4161.289,4978.90846153846,EDUCACION + INCENTIVO,NO AFECTADO,0,51,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,417
3324.732,10120.4815384615,EDUCACION + INCENTIVO,NO AFECTADO,0,56,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,417
10296.775,4886.81307692308,EDUCACION + INCENTIVO,NO AFECTADO,0,53,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,417
4477.419,7800.24846153846,EDUCACION + INCENTIVO,NO AFECTADO,0,52,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,417
8303.226,13672.0769230769,EDUCACION + INCENTIVO,NO AFECTADO,2,49,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
12745.162,43510.99,EDUCACION + INCENTIVO,NO AFECTADO,3,50,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
14032.259,14576.0461538462,EDUCACION + INCENTIVO,NO AFECTADO,3,49,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
3103.225,11958.1715384615,EDUCACION + INCENTIVO,NO AFECTADO,3,58,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
4422.582,6678.92461538462,EDUCACION + INCENTIVO,NO AFECTADO,4,60,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,417
3641.936,3443.90153846154,EDUCACION + INCENTIVO,NO AFECTADO,4,57,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,417
12258.064,8668.88461538462,EDUCACION + INCENTIVO,NO AFECTADO,4,47,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
12206.452,13950.2969230769,EDUCACION + INCENTIVO,NO AFECTADO,5,49,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
14129.031,10927.8623076923,EDUCACION + INCENTIVO,NO AFECTADO,5,49,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
4693.549,10397.2876923077,EDUCACION + INCENTIVO,NO AFECTADO,5,56,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
4838.71,16291.3869230769,EDUCACION + INCENTIVO,NO AFECTADO,6,49,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
12274.193,9068.32692307692,EDUCACION + INCENTIVO,NO AFECTADO,6,48,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
11648.388,11206.51,EDUCACION + INCENTIVO,NO AFECTADO,6,52,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,417
48516.129,59910.5223076923,EDUCACION + INCENTIVO,NO AFECTADO,0,47,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(45,60]",Hasta 4,417
12129.032,11676.0430769231,EDUCACION + INCENTIVO,NO AFECTADO,2,55,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
8377.42,3838.97461538462,EDUCACION + INCENTIVO,NO AFECTADO,3,55,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
8118.28,10852.2723076923,EDUCACION + INCENTIVO,NO AFECTADO,4,51,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
9748.387,11391.2438461538,EDUCACION + INCENTIVO,NO AFECTADO,4,48,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,417
35007.527,30213.2553846154,EDUCACION + INCENTIVO,AFECTADO,0,53,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(45,60]",Hasta 4,417
12764.517,10876.6576923077,EDUCACION + INCENTIVO,AFECTADO,3,49,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",Hasta 4,417
12999.999,25342.3838461538,EDUCACION + INCENTIVO,AFECTADO,6,46,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",Hasta 4,417
8645.162,32853.8430769231,EDUCACION + INCENTIVO,AFECTADO,6,49,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",Hasta 4,417
12387.096,12841.1907692308,EDUCACION + INCENTIVO,NO AFECTADO,0,29,MASCULINO,DESPLAZADOS,MEDIO,NORTE,"(25,33]",Hasta 4,417
10967.742,12862.9876923077,EDUCACION + INCENTIVO,NO AFECTADO,3,31,MASCULINO,DESPLAZADOS,MEDIO,NORTE,"(25,33]",Hasta 4,417
14053.762,14858.7546153846,EDUCACION + INCENTIVO,AFECTADO,6,45,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",De 5 a 8,417
1354.839,6254.53769230769,EDUCACION + INCENTIVO,NO AFECTADO,2,71,MASCULINO,DESPLAZADOS,MEDIO,NORTE,"(60,92]",Hasta 4,417
11854.84,16371.1738461538,EDUCACION + INCENTIVO,AFECTADO,0,40,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",De 5 a 8,417
16838.709,16113.5423076923,EDUCACION + INCENTIVO,AFECTADO,4,37,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",De 5 a 8,417
35174.732,20786.7115384615,EDUCACION + INCENTIVO,AFECTADO,5,40,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",De 5 a 8,417
22348.386,10316.4,EDUCACION + INCENTIVO,AFECTADO,5,35,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",De 5 a 8,417
8467.742,10563.3653846154,EDUCACION + INCENTIVO,AFECTADO,6,34,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",De 5 a 8,417
4451.17,15731.41,EDUCACION + INCENTIVO,NO AFECTADO,0,51,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,416
23129.032,10912.0769230769,EDUCACION + INCENTIVO,AFECTADO,6,56,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",De 9 a 12,416
0,21143.4453846154,EDUCACION + INCENTIVO,NO AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,416
10672.042,10961.1253846154,EDUCACION + INCENTIVO,NO AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(33,45]",Hasta 4,416
13692.474,13991.1646153846,EDUCACION + INCENTIVO,NO AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,416
5064.515,21184.3084615385,EDUCACION + INCENTIVO,NO AFECTADO,0,42,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,416
4112.9025,19824.3530769231,EDUCACION + INCENTIVO,NO AFECTADO,0,36,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,416
4893.549,9481.80307692308,EDUCACION + INCENTIVO,NO AFECTADO,0,43,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,416
0,0,EDUCACION + INCENTIVO,NO AFECTADO,0,37,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,416
4161.291,24466.5246153846,EDUCACION + INCENTIVO,NO AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(33,45]",Hasta 4,416
21522.58,7923.07692307692,EDUCACION + INCENTIVO,NO AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,416
1935.484,6140.84846153846,EDUCACION + INCENTIVO,NO AFECTADO,3,35,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,416
11290.323,12259.2769230769,EDUCACION + INCENTIVO,NO AFECTADO,3,44,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,416
3483.871,13901.1984615385,EDUCACION + INCENTIVO,NO AFECTADO,3,39,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,416
4838.71,7534.56307692308,EDUCACION + INCENTIVO,NO AFECTADO,4,42,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(33,45]",Hasta 4,416
25430.107,28549.7676923077,EDUCACION + INCENTIVO,NO AFECTADO,4,42,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,416
7629.033,18187.7584615385,EDUCACION + INCENTIVO,AFECTADO,5,51,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",De 5 a 8,416
27979.57,28566.7730769231,EDUCACION + INCENTIVO,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",Hasta 4,416
4687.096,4896.40153846154,EDUCACION + INCENTIVO,AFECTADO,0,34,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(33,45]",Hasta 4,416
8122.58,13183.6884615385,EDUCACION + INCENTIVO,AFECTADO,0,44,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,416
8522.58,8747.91230769231,EDUCACION + INCENTIVO,AFECTADO,0,45,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,416
6000.001,73917.76,EDUCACION + INCENTIVO,AFECTADO,0,38,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",Hasta 4,416
8322.58,6530.00307692308,EDUCACION + INCENTIVO,AFECTADO,0,39,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(33,45]",Hasta 4,416
2999.999,4130.62846153846,EDUCACION + INCENTIVO,AFECTADO,4,41,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(33,45]",Hasta 4,416
2999.999,20088.3407692308,EDUCACION + INCENTIVO,AFECTADO,5,42,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",Hasta 4,416
19309.678,9746.61,EDUCACION + INCENTIVO,AFECTADO,5,37,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,416
33374.194,17164.8946153846,EDUCACION + INCENTIVO,AFECTADO,5,36,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,416
8225.806,18992.1423076923,EDUCACION + INCENTIVO,AFECTADO,5,44,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,416
9006.451,6238.33076923077,EDUCACION + INCENTIVO,AFECTADO,5,42,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,416
12783.872,15791.5330769231,EDUCACION + INCENTIVO,AFECTADO,5,40,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,416
9312.903,5664.12615384615,EDUCACION + INCENTIVO,AFECTADO,5,35,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,416
9709.677,4515.97307692308,EDUCACION + INCENTIVO,AFECTADO,6,42,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,416
16645.162,13060.2376923077,EDUCACION + INCENTIVO,AFECTADO,6,42,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,416
6887.099,13541.2084615385,EDUCACION + INCENTIVO,AFECTADO,6,42,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,416
9322.58,6359.62461538462,EDUCACION + INCENTIVO,AFECTADO,6,38,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(33,45]",Hasta 4,416
8909.677,6274.91692307692,EDUCACION + INCENTIVO,AFECTADO,2,44,FEMENINO,DESPLAZADOS,BAJO,SUR,"(33,45]",De 5 a 8,416
7759.138,17968.1769230769,EDUCACION + INCENTIVO,NO AFECTADO,0,28,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(25,33]",Hasta 4,416
8064.515,19034.3261538462,EDUCACION + INCENTIVO,NO AFECTADO,0,30,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,416
7638.71,15017.32,EDUCACION + INCENTIVO,NO AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,416
21999.999,45518.5830769231,EDUCACION + INCENTIVO,AFECTADO,0,47,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(45,60]",De 5 a 8,416
3870.968,15152.4284615385,INCENTIVO,AFECTADO,0,25,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(20,25]",Hasta 4,416
3548.387,4858.79692307692,INCENTIVO,AFECTADO,0,22,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(20,25]",Hasta 4,416
2580.645,4415.83153846154,INCENTIVO,AFECTADO,0,23,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(20,25]",Hasta 4,416
8709.678,7121.34076923077,INCENTIVO,AFECTADO,1,23,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(20,25]",Hasta 4,416
1290.323,6900.03615384615,INCENTIVO,AFECTADO,1,24,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(20,25]",Hasta 4,416
0,2360.90076923077,INCENTIVO,AFECTADO,2,25,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(20,25]",Hasta 4,416
5483.871,7313.60076923077,INCENTIVO,AFECTADO,3,25,FEMENINO,SISBEN NIVEL1,BAJO,CENTRO,"(20,25]",Hasta 4,416
5161.291,16386.6246153846,INCENTIVO,AFECTADO,4,25,FEMENINO,SISBEN NIVEL1,MEDIO,CENTRO,"(20,25]",Hasta 4,416
7741.935,28384.1430769231,INCENTIVO,AFECTADO,4,24,FEMENINO,SISBEN NIVEL1,ALTO,CENTRO,"(20,25]",Hasta 4,416
0,24935.3338461538,EDUCACION + INCENTIVO,NO AFECTADO,0,67,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(60,92]",Hasta 4,416
7215.055,4520.73769230769,EDUCACION + INCENTIVO,NO AFECTADO,0,61,MASCULINO,SISBEN NIVEL1,BAJO,NORTE,"(60,92]",Hasta 4,416
4209.678,2392.71769230769,EDUCACION + INCENTIVO,AFECTADO,0,47,FEMENINO,SISBEN NIVEL1,BAJO,SUR,"(45,60]",De 5 a 8,416
9225.806,11192.3084615385,EDUCACION + INCENTIVO,AFECTADO,5,56,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(45,60]",De 5 a 8,416
0,42006.9123076923,EDUCACION + INCENTIVO,NO AFECTADO,0,30,FEMENINO,DESPLAZADOS,ALTO,NORTE,"(25,33]",Hasta 4,415
11870.968,17144.2338461538,EDUCACION + INCENTIVO,NO AFECTADO,0,27,FEMENINO,DESPLAZADOS,ALTO,NORTE,"(25,33]",Hasta 4,415
21204.3,7013.74769230769,EDUCACION + INCENTIVO,NO AFECTADO,0,27,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(25,33]",Hasta 4,415
22806.452,14659.3846153846,EDUCACION + INCENTIVO,NO AFECTADO,0,26,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(25,33]",Hasta 4,415
30134.409,19266.8246153846,EDUCACION + INCENTIVO,NO AFECTADO,0,28,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(25,33]",Hasta 4,415
3919.355,6714.68384615385,EDUCACION + INCENTIVO,NO AFECTADO,0,30,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(25,33]",Hasta 4,415
12333.332,10727.1907692308,EDUCACION + INCENTIVO,NO AFECTADO,2,26,FEMENINO,DESPLAZADOS,BAJO,NORTE,"(25,33]",Hasta 4,415
3032.258,5730.76923076923,EDUCACION + INCENTIVO,NO AFECTADO,0,46,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,415
9025.806,9521.95538461538,EDUCACION + INCENTIVO,NO AFECTADO,0,57,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(45,60]",Hasta 4,415
4064.516,19012.3115384615,EDUCACION + INCENTIVO,NO AFECTADO,4,58,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,415
11774.192,19007.0315384615,EDUCACION + INCENTIVO,NO AFECTADO,0,49,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,415
3594.625,21235.76,EDUCACION + INCENTIVO,NO AFECTADO,3,51,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",Hasta 4,415
17115.055,13937.84,EDUCACION + INCENTIVO,AFECTADO,0,26,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",De 5 a 8,415
23877.419,14962.7138461538,EDUCACION + INCENTIVO,NO AFECTADO,0,28,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,415
5774.193,18040.0269230769,EDUCACION + INCENTIVO,NO AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,415
806.4525,17466.6846153846,EDUCACION + INCENTIVO,NO AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,415
7784.946,9401.51230769231,EDUCACION + INCENTIVO,NO AFECTADO,0,33,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",De 5 a 8,415
33619.354,86027.4146153846,EDUCACION + INCENTIVO,AFECTADO,6,38,FEMENINO,SISBEN NIVEL1,ALTO,SUR,"(33,45]",De 5 a 8,415
20587.097,17533.5869230769,EDUCACION + INCENTIVO,AFECTADO,5,35,FEMENINO,DESPLAZADOS,MEDIO,SUR,"(33,45]",De 5 a 8,415
19841.937,16758.6715384615,EDUCACION + INCENTIVO,NO AFECTADO,0,36,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,415
13709.6775,17405.3538461538,EDUCACION + INCENTIVO,NO AFECTADO,3,44,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,415
8064.515,15390.5238461538,EDUCACION + INCENTIVO,NO AFECTADO,3,37,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,415
4838.71,12451.2346153846,EDUCACION + INCENTIVO,NO AFECTADO,3,37,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(33,45]",Hasta 4,415
10322.58,36792.1538461538,EDUCACION + INCENTIVO,NO AFECTADO,3,37,MASCULINO,SISBEN NIVEL1,ALTO,NORTE,"(33,45]",Hasta 4,415
14083.871,18862.5130769231,EDUCACION + INCENTIVO,NO AFECTADO,0,47,MASCULINO,SISBEN NIVEL1,MEDIO,NORTE,"(45,60]",De 5 a 8,415
27454.839,35561.9838461538,EDUCACION + INCENTIVO,AFECTADO,5,40,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(33,45]",Hasta 4,415
11277.42,7938.82076923077,EDUCACION + INCENTIVO,NO AFECTADO,0,28,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,414
7806.451,9275.69923076923,EDUCACION + INCENTIVO,NO AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,BAJO,NORTE,"(25,33]",Hasta 4,414
9465.591,8353.78692307692,EDUCACION + INCENTIVO,NO AFECTADO,0,27,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,414
2913.977,19478.9884615385,EDUCACION + INCENTIVO,NO AFECTADO,0,31,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(25,33]",Hasta 4,414
7505.376,18458.6138461538,EDUCACION + INCENTIVO,NO AFECTADO,0,29,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,414
10064.516,23770.8553846154,EDUCACION + INCENTIVO,NO AFECTADO,5,32,FEMENINO,SISBEN NIVEL1,ALTO,NORTE,"(25,33]",Hasta 4,414
7430.108,9754.16384615385,EDUCACION + INCENTIVO,NO AFECTADO,6,26,FEMENINO,SISBEN NIVEL1,MEDIO,NORTE,"(25,33]",Hasta 4,414
3145.16,15252.4153846154,EDUCACION + INCENTIVO,NO AFECTADO,3,42,FEMENINO,DESPLAZADOS,MEDIO,NORTE,"(33,45]",Hasta 4,414
0,6717.03615384615,EDUCACION + INCENTIVO,AFECTADO,5,31,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",Hasta 4,414
30453.762,23016.8015384615,EDUCACION + INCENTIVO,AFECTADO,6,32,FEMENINO,SISBEN NIVEL1,MEDIO,SUR,"(25,33]",Hasta 4,414
